date;day;year;interval_0;interval_1;interval_2;interval_3;interval_4;interval_5;interval_6;interval_7;interval_8;interval_9;interval_10;interval_11;interval_12;interval_13;interval_14;interval_15;interval_16;interval_17;interval_18;interval_19;interval_20;interval_21;interval_22;interval_23;interval_24;interval_25;interval_26;interval_27;interval_28;interval_29;interval_30;interval_31;interval_32;interval_33;interval_34;interval_35;interval_36;interval_37;interval_38;interval_39;interval_40;interval_41;interval_42;interval_43;interval_44;interval_45;interval_46;interval_47;total_trips
2010-04-20;tuesday;2010;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;3,0;1,0;1,0;2,0;0,0;1,0;1,0;1,0;1,0;2,0;2,0;3,0;3,0;3,0;0,0;2,0;1,0;4,0;1,0;3,0;0,0;6,0;0,0;1,0;2,0;2,0;2,0;3,0;3,0;4,0;6,0;2,0;1,0;2,0;3,0;76
2010-04-21;wednesday;2010;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;2,0;0,0;0,0;3,0;1,0;1,0;6,0;0,0;1,0;3,0;2,0;0,0;2,0;1,0;1,0;4,0;4,0;2,0;3,0;0,0;1,0;1,0;3,0;3,0;4,0;5,0;4,0;2,0;2,0;6,0;2,0;0,0;5,0;1,0;0,0;3,0;81
2010-04-22;thursday;2010;2,0;0,0;1,0;0,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;4,0;2,0;3,0;0,0;5,0;1,0;0,0;1,0;2,0;6,0;1,0;4,0;2,0;2,0;1,0;1,0;4,0;3,0;3,0;1,0;1,0;4,0;3,0;2,0;4,0;0,0;4,0;2,0;5,0;4,0;0,0;4,0;1,0;1,0;88
2010-04-23;friday;2010;4,0;1,0;0,0;1,0;1,0;0,0;1,0;1,0;1,0;0,0;0,0;1,0;1,0;0,0;2,0;2,0;1,0;1,0;2,0;2,0;4,0;2,0;1,0;2,0;2,0;1,0;0,0;2,0;1,0;1,0;1,0;2,0;2,0;0,0;1,0;1,0;3,0;1,0;4,0;2,0;4,0;2,0;2,0;2,0;3,0;0,0;2,0;2,0;72
2010-04-24;saturday;2010;1,0;5,0;5,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;2,0;3,0;0,0;2,0;2,0;2,0;2,0;2,0;3,0;0,0;3,0;2,0;4,0;1,0;1,0;1,0;2,0;2,0;2,0;1,0;1,0;9,0;4,0;1,0;0,0;1,0;1,0;3,0;2,0;75
2010-04-25;sunday;2010;2,0;0,0;5,0;3,0;0,0;1,0;1,0;1,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;3,0;1,0;0,0;4,0;4,0;2,0;2,0;2,0;3,0;2,0;3,0;3,0;1,0;4,0;3,0;1,0;1,0;2,0;1,0;7,0;4,0;4,0;3,0;1,0;0,0;1,0;1,0;1,0;0,0;81
2010-04-26;monday;2010;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;2,0;5,0;3,0;3,0;3,0;4,0;0,0;3,0;3,0;1,0;3,0;5,0;6,0;1,0;3,0;3,0;1,0;3,0;0,0;2,0;4,0;1,0;1,0;1,0;2,0;5,0;1,0;2,0;3,0;1,0;1,0;0,0;1,0;81
2010-04-27;tuesday;2010;2,0;0,0;1,0;2,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;2,0;2,0;1,0;0,0;2,0;3,0;2,0;1,0;2,0;0,0;6,0;3,0;3,0;1,0;2,0;0,0;3,0;2,0;1,0;1,0;2,0;5,0;2,0;0,0;4,0;3,0;4,0;4,0;1,0;2,0;3,0;4,0;6,0;0,0;2,0;87
2010-04-28;wednesday;2010;2,0;2,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;2,0;4,0;2,0;3,0;3,0;3,0;4,0;1,0;0,0;4,0;0,0;1,0;4,0;5,0;2,0;2,0;2,0;2,0;2,0;1,0;2,0;3,0;6,0;1,0;3,0;3,0;5,0;2,0;4,0;1,0;2,0;3,0;1,0;0,0;92
2010-04-29;thursday;2010;0,0;0,0;1,0;3,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;1,0;1,0;0,0;2,0;4,0;2,0;2,0;5,0;1,0;1,0;2,0;3,0;2,0;2,0;2,0;3,0;2,0;1,0;4,0;2,0;5,0;1,0;1,0;2,0;1,0;2,0;2,0;3,0;3,0;3,0;1,0;3,0;4,0;5,0;5,0;1,0;1,0;91
2010-04-30;friday;2010;1,0;1,0;2,0;0,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;2,0;0,0;1,0;4,0;5,0;1,0;2,0;4,0;1,0;2,0;3,0;0,0;10,0;0,0;3,0;3,0;0,0;3,0;1,0;4,0;1,0;0,0;3,0;0,0;3,0;4,0;2,0;2,0;2,0;5,0;2,0;2,0;1,0;2,0;2,0;90
2010-05-01;saturday;2010;1,0;3,0;0,0;2,0;2,0;2,0;2,0;1,0;3,0;1,0;0,0;0,0;2,0;0,0;1,0;4,0;2,0;1,0;1,0;1,0;0,0;1,0;0,0;1,0;4,0;4,0;2,0;2,0;0,0;1,0;6,0;3,0;3,0;3,0;0,0;4,0;2,0;2,0;3,0;3,0;1,0;2,0;4,0;3,0;2,0;2,0;4,0;5,0;96
2010-05-02;sunday;2010;5,0;7,0;2,0;0,0;1,0;3,0;0,0;0,0;3,0;1,0;0,0;0,0;0,0;1,0;1,0;1,0;0,0;1,0;0,0;3,0;0,0;5,0;1,0;2,0;4,0;1,0;2,0;0,0;6,0;5,0;1,0;0,0;0,0;1,0;0,0;3,0;2,0;2,0;1,0;1,0;5,0;2,0;1,0;0,0;1,0;3,0;1,0;0,0;79
2010-05-03;monday;2010;0,0;2,0;0,0;2,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;2,0;0,0;0,0;3,0;3,0;1,0;0,0;2,0;4,0;2,0;2,0;1,0;2,0;1,0;4,0;3,0;1,0;2,0;2,0;1,0;2,0;0,0;3,0;3,0;1,0;3,0;4,0;2,0;1,0;0,0;1,0;3,0;2,0;0,0;2,0;71
2010-05-04;tuesday;2010;0,0;1,0;2,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;2,0;2,0;1,0;1,0;2,0;4,0;4,0;1,0;1,0;0,0;1,0;4,0;5,0;1,0;2,0;2,0;1,0;1,0;1,0;0,0;1,0;3,0;2,0;3,0;2,0;6,0;1,0;5,0;0,0;0,0;1,0;0,0;2,0;2,0;70
2010-05-05;wednesday;2010;0,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;1,0;0,0;2,0;1,0;2,0;5,0;1,0;4,0;3,0;2,0;3,0;1,0;4,0;1,0;3,0;3,0;4,0;4,0;3,0;5,0;4,0;3,0;3,0;3,0;1,0;1,0;3,0;3,0;0,0;3,0;2,0;2,0;2,0;2,0;1,0;2,0;3,0;95
2010-05-06;thursday;2010;1,0;1,0;0,0;1,0;0,0;1,0;1,0;2,0;1,0;0,0;1,0;0,0;1,0;2,0;3,0;2,0;4,0;0,0;3,0;5,0;0,0;1,0;2,0;1,0;1,0;2,0;0,0;4,0;1,0;3,0;1,0;3,0;1,0;1,0;1,0;6,0;3,0;5,0;3,0;1,0;1,0;4,0;7,0;3,0;6,0;2,0;3,0;2,0;97
2010-05-07;friday;2010;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;1,0;0,0;2,0;0,0;2,0;4,0;4,0;6,0;2,0;3,0;3,0;0,0;2,0;2,0;4,0;1,0;4,0;0,0;2,0;1,0;0,0;0,0;1,0;2,0;3,0;1,0;2,0;3,0;4,0;2,0;2,0;4,0;4,0;6,0;1,0;2,0;4,0;4,0;92
2010-05-08;saturday;2010;4,0;3,0;2,0;1,0;3,0;1,0;2,0;3,0;1,0;0,0;3,0;1,0;0,0;1,0;0,0;2,0;0,0;1,0;1,0;3,0;0,0;1,0;4,0;2,0;2,0;5,0;3,0;7,0;0,0;1,0;3,0;1,0;2,0;0,0;3,0;1,0;5,0;6,0;2,0;3,0;3,0;1,0;2,0;7,0;2,0;2,0;3,0;3,0;106
2010-05-09;sunday;2010;5,0;1,0;0,0;4,0;2,0;2,0;3,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;1,0;2,0;2,0;0,0;1,0;1,0;2,0;1,0;1,0;3,0;1,0;1,0;1,0;2,0;2,0;2,0;0,0;0,0;1,0;2,0;4,0;2,0;1,0;3,0;4,0;0,0;2,0;1,0;1,0;2,0;0,0;2,0;4,0;0,0;73
2010-05-10;monday;2010;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;3,0;0,0;2,0;1,0;3,0;2,0;1,0;2,0;1,0;0,0;1,0;2,0;1,0;0,0;0,0;0,0;1,0;0,0;1,0;2,0;1,0;1,0;0,0;4,0;0,0;0,0;4,0;0,0;3,0;7,0;2,0;2,0;2,0;2,0;1,0;2,0;1,0;58
2010-05-11;tuesday;2010;1,0;2,0;2,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;2,0;0,0;0,0;4,0;2,0;5,0;4,0;6,0;2,0;3,0;1,0;2,0;2,0;0,0;1,0;0,0;3,0;2,0;1,0;0,0;0,0;6,0;3,0;1,0;2,0;3,0;1,0;2,0;5,0;1,0;3,0;3,0;3,0;5,0;4,0;0,0;92
2010-05-12;wednesday;2010;1,0;1,0;0,0;2,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;2,0;4,0;1,0;5,0;2,0;2,0;1,0;1,0;2,0;1,0;2,0;1,0;0,0;4,0;4,0;4,0;3,0;3,0;1,0;2,0;1,0;4,0;5,0;2,0;1,0;1,0;1,0;3,0;3,0;3,0;3,0;6,0;0,0;1,0;86
2010-05-13;thursday;2010;1,0;1,0;2,0;1,0;0,0;2,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;4,0;2,0;2,0;1,0;2,0;0,0;2,0;0,0;0,0;1,0;2,0;0,0;1,0;4,0;2,0;5,0;3,0;4,0;0,0;3,0;2,0;1,0;1,0;2,0;6,0;1,0;1,0;6,0;3,0;2,0;2,0;2,0;5,0;2,0;3,0;86
2010-05-14;friday;2010;4,0;1,0;1,0;1,0;1,0;0,0;3,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;3,0;2,0;1,0;3,0;2,0;3,0;3,0;1,0;2,0;4,0;4,0;3,0;1,0;0,0;5,0;3,0;6,0;2,0;2,0;0,0;3,0;1,0;2,0;3,0;2,0;1,0;3,0;0,0;1,0;3,0;1,0;2,0;2,0;3,0;90
2010-05-15;saturday;2010;0,0;2,0;3,0;1,0;1,0;4,0;2,0;1,0;2,0;1,0;1,0;0,0;0,0;1,0;1,0;1,0;2,0;2,0;2,0;0,0;3,0;1,0;2,0;1,0;1,0;0,0;1,0;4,0;1,0;1,0;3,0;1,0;0,0;2,0;3,0;1,0;1,0;0,0;1,0;7,0;6,0;3,0;1,0;2,0;2,0;2,0;2,0;1,0;80
2010-05-16;sunday;2010;5,0;5,0;1,0;4,0;0,0;2,0;3,0;0,0;0,0;1,0;0,0;1,0;1,0;1,0;0,0;1,0;0,0;0,0;1,0;0,0;2,0;1,0;6,0;3,0;2,0;2,0;4,0;1,0;2,0;1,0;2,0;3,0;0,0;3,0;4,0;2,0;1,0;1,0;2,0;1,0;0,0;1,0;0,0;5,0;3,0;0,0;0,0;3,0;81
2010-05-17;monday;2010;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;2,0;0,0;3,0;2,0;2,0;2,0;2,0;2,0;5,0;1,0;5,0;3,0;2,0;3,0;1,0;3,0;3,0;2,0;5,0;0,0;1,0;2,0;3,0;0,0;2,0;4,0;3,0;1,0;1,0;0,0;1,0;1,0;4,0;1,0;3,0;78
2010-05-18;tuesday;2010;0,0;1,0;0,0;1,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;7,0;4,0;3,0;2,0;3,0;0,0;1,0;0,0;4,0;2,0;1,0;2,0;2,0;2,0;3,0;2,0;1,0;2,0;2,0;4,0;2,0;2,0;4,0;0,0;3,0;2,0;4,0;3,0;2,0;3,0;3,0;0,0;83
2010-05-19;wednesday;2010;3,0;2,0;0,0;2,0;0,0;1,0;2,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;6,0;3,0;2,0;4,0;1,0;2,0;4,0;3,0;2,0;1,0;6,0;2,0;3,0;1,0;1,0;2,0;3,0;2,0;1,0;1,0;3,0;4,0;6,0;1,0;1,0;2,0;1,0;4,0;4,0;3,0;1,0;1,0;0,0;93
2010-05-20;thursday;2010;0,0;5,0;0,0;1,0;2,0;1,0;1,0;0,0;2,0;0,0;1,0;0,0;0,0;1,0;3,0;1,0;1,0;3,0;1,0;2,0;2,0;2,0;1,0;1,0;5,0;0,0;1,0;3,0;2,0;3,0;2,0;2,0;3,0;4,0;3,0;1,0;4,0;8,0;1,0;3,0;3,0;4,0;3,0;2,0;3,0;5,0;2,0;0,0;98
2010-05-21;friday;2010;1,0;2,0;1,0;1,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;1,0;3,0;1,0;6,0;4,0;2,0;5,0;3,0;1,0;4,0;2,0;1,0;2,0;1,0;0,0;4,0;3,0;2,0;1,0;5,0;1,0;2,0;4,0;4,0;4,0;6,0;2,0;1,0;2,0;2,0;1,0;3,0;1,0;3,0;96
2010-05-22;saturday;2010;4,0;2,0;3,0;0,0;4,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;2,0;0,0;0,0;1,0;4,0;3,0;2,0;0,0;2,0;4,0;0,0;4,0;2,0;5,0;6,0;0,0;3,0;3,0;0,0;3,0;6,0;2,0;1,0;3,0;2,0;1,0;1,0;1,0;4,0;3,0;3,0;88
2010-05-23;sunday;2010;2,0;1,0;6,0;2,0;2,0;4,0;2,0;2,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;1,0;3,0;1,0;2,0;0,0;1,0;2,0;1,0;1,0;1,0;3,0;3,0;2,0;4,0;2,0;1,0;2,0;5,0;1,0;1,0;2,0;1,0;3,0;4,0;3,0;2,0;3,0;0,0;1,0;1,0;86
2010-05-24;monday;2010;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;3,0;1,0;1,0;2,0;1,0;0,0;4,0;3,0;1,0;1,0;3,0;2,0;2,0;3,0;1,0;3,0;2,0;1,0;2,0;2,0;2,0;6,0;0,0;3,0;4,0;4,0;3,0;2,0;5,0;4,0;1,0;1,0;1,0;0,0;79
2010-05-25;tuesday;2010;1,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;2,0;3,0;3,0;2,0;4,0;2,0;0,0;0,0;4,0;2,0;4,0;3,0;0,0;5,0;0,0;4,0;0,0;2,0;1,0;2,0;2,0;1,0;3,0;5,0;5,0;2,0;1,0;2,0;2,0;4,0;2,0;3,0;1,0;2,0;83
2010-05-26;wednesday;2010;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1,0;0,0;4,0;0,0;2,0;0,0;1,0;3,0;1,0;3,0;2,0;3,0;3,0;1,0;0,0;2,0;0,0;3,0;3,0;1,0;0,0;2,0;2,0;3,0;0,0;3,0;2,0;2,0;5,0;4,0;3,0;0,0;1,0;2,0;67
2010-05-27;thursday;2010;3,0;2,0;0,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;1,0;0,0;3,0;0,0;5,0;1,0;2,0;0,0;2,0;3,0;2,0;1,0;4,0;2,0;0,0;2,0;6,0;2,0;1,0;0,0;2,0;2,0;3,0;5,0;5,0;1,0;5,0;2,0;1,0;0,0;6,0;4,0;3,0;2,0;88
2010-05-28;friday;2010;1,0;2,0;0,0;1,0;2,0;2,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;3,0;1,0;0,0;3,0;2,0;1,0;2,0;3,0;1,0;2,0;0,0;4,0;3,0;2,0;1,0;1,0;0,0;2,0;3,0;1,0;4,0;1,0;3,0;0,0;4,0;5,0;7,0;1,0;0,0;3,0;0,0;1,0;1,0;4,0;2,0;81
2010-05-29;saturday;2010;2,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;1,0;1,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;2,0;4,0;1,0;0,0;1,0;2,0;1,0;1,0;4,0;4,0;0,0;0,0;1,0;0,0;1,0;0,0;2,0;2,0;2,0;2,0;3,0;0,0;1,0;6,0;2,0;1,0;4,0;62
2010-05-30;sunday;2010;3,0;1,0;4,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;1,0;1,0;2,0;1,0;1,0;2,0;2,0;2,0;1,0;2,0;1,0;0,0;1,0;1,0;1,0;3,0;2,0;1,0;1,0;1,0;2,0;3,0;1,0;0,0;3,0;1,0;0,0;52
2010-05-31;monday;2010;2,0;4,0;2,0;1,0;1,0;0,0;2,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;3,0;1,0;2,0;2,0;0,0;2,0;0,0;1,0;3,0;1,0;0,0;0,0;2,0;0,0;1,0;0,0;0,0;3,0;2,0;1,0;1,0;2,0;1,0;49
2010-06-01;tuesday;2010;2,0;2,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;1,0;1,0;2,0;0,0;2,0;3,0;2,0;2,0;1,0;0,0;1,0;1,0;0,0;6,0;0,0;3,0;2,0;1,0;0,0;3,0;0,0;2,0;2,0;3,0;7,0;1,0;1,0;4,0;2,0;4,0;2,0;0,0;1,0;0,0;1,0;69
2010-06-02;wednesday;2010;1,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;4,0;2,0;0,0;4,0;2,0;2,0;4,0;1,0;2,0;3,0;2,0;3,0;5,0;4,0;1,0;3,0;1,0;3,0;2,0;4,0;2,0;5,0;3,0;2,0;0,0;0,0;1,0;3,0;2,0;3,0;3,0;1,0;4,0;0,0;86
2010-06-03;thursday;2010;1,0;1,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;4,0;0,0;1,0;2,0;2,0;2,0;3,0;0,0;1,0;1,0;1,0;2,0;2,0;0,0;0,0;1,0;0,0;3,0;0,0;1,0;1,0;1,0;4,0;4,0;1,0;0,0;1,0;2,0;3,0;1,0;3,0;2,0;3,0;5,0;64
2010-06-04;friday;2010;2,0;1,0;2,0;1,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;3,0;0,0;1,0;3,0;2,0;1,0;2,0;2,0;1,0;0,0;3,0;0,0;5,0;2,0;2,0;2,0;3,0;1,0;3,0;2,0;0,0;2,0;0,0;1,0;0,0;3,0;2,0;3,0;0,0;4,0;4,0;3,0;2,0;1,0;1,0;74
2010-06-05;saturday;2010;0,0;3,0;1,0;2,0;1,0;0,0;1,0;0,0;3,0;0,0;1,0;0,0;1,0;1,0;2,0;1,0;1,0;0,0;2,0;0,0;3,0;2,0;2,0;6,0;1,0;0,0;3,0;3,0;1,0;1,0;1,0;2,0;2,0;0,0;1,0;4,0;2,0;3,0;2,0;7,0;1,0;1,0;1,0;4,0;1,0;4,0;2,0;2,0;82
2010-06-06;sunday;2010;2,0;2,0;5,0;3,0;2,0;1,0;2,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;3,0;3,0;2,0;1,0;2,0;1,0;2,0;2,0;2,0;3,0;2,0;1,0;2,0;2,0;5,0;1,0;2,0;2,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;1,0;3,0;2,0;0,0;71
2010-06-07;monday;2010;4,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1,0;1,0;1,0;3,0;3,0;6,0;2,0;3,0;0,0;1,0;1,0;5,0;0,0;3,0;1,0;2,0;4,0;2,0;4,0;1,0;4,0;3,0;0,0;4,0;0,0;4,0;0,0;5,0;2,0;2,0;1,0;1,0;1,0;1,0;1,0;3,0;83
2010-06-08;tuesday;2010;1,0;0,0;2,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;2,0;7,0;1,0;3,0;2,0;3,0;1,0;1,0;1,0;6,0;2,0;2,0;4,0;0,0;0,0;2,0;2,0;9,0;3,0;2,0;2,0;5,0;1,0;0,0;3,0;1,0;4,0;1,0;6,0;2,0;4,0;3,0;2,0;96
2010-06-09;wednesday;2010;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;3,0;3,0;2,0;5,0;2,0;1,0;1,0;5,0;1,0;4,0;2,0;2,0;3,0;4,0;2,0;5,0;4,0;2,0;2,0;3,0;4,0;3,0;3,0;3,0;2,0;4,0;1,0;3,0;2,0;1,0;3,0;4,0;3,0;1,0;97
2010-06-10;thursday;2010;2,0;2,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;2,0;2,0;1,0;0,0;3,0;3,0;3,0;3,0;3,0;2,0;1,0;3,0;0,0;3,0;3,0;2,0;3,0;3,0;1,0;0,0;1,0;1,0;2,0;3,0;2,0;1,0;2,0;3,0;1,0;4,0;2,0;3,0;2,0;2,0;2,0;4,0;3,0;87
2010-06-11;friday;2010;1,0;2,0;7,0;0,0;3,0;0,0;1,0;1,0;0,0;1,0;0,0;1,0;1,0;4,0;1,0;3,0;2,0;3,0;2,0;2,0;3,0;4,0;0,0;2,0;3,0;3,0;2,0;3,0;2,0;2,0;1,0;1,0;1,0;2,0;2,0;1,0;4,0;2,0;1,0;1,0;3,0;2,0;1,0;0,0;6,0;2,0;2,0;1,0;92
2010-06-12;saturday;2010;2,0;1,0;6,0;2,0;2,0;0,0;1,0;0,0;1,0;0,0;1,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;2,0;0,0;1,0;3,0;3,0;0,0;2,0;2,0;2,0;1,0;6,0;2,0;0,0;4,0;3,0;0,0;1,0;2,0;1,0;3,0;3,0;2,0;0,0;2,0;2,0;3,0;1,0;2,0;3,0;3,0;79
2010-06-13;sunday;2010;0,0;3,0;0,0;2,0;3,0;2,0;0,0;0,0;2,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;1,0;2,0;0,0;1,0;0,0;4,0;1,0;2,0;1,0;1,0;1,0;0,0;1,0;1,0;4,0;2,0;0,0;3,0;2,0;1,0;2,0;0,0;0,0;3,0;2,0;0,0;0,0;51
2010-06-14;monday;2010;0,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1,0;4,0;3,0;2,0;2,0;0,0;2,0;3,0;1,0;0,0;1,0;2,0;2,0;3,0;4,0;1,0;0,0;1,0;2,0;1,0;4,0;2,0;1,0;2,0;1,0;1,0;3,0;0,0;1,0;1,0;2,0;0,0;1,0;1,0;60
2010-06-15;tuesday;2010;0,0;2,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;2,0;0,0;2,0;2,0;4,0;1,0;3,0;4,0;3,0;2,0;1,0;2,0;2,0;1,0;1,0;1,0;1,0;1,0;3,0;4,0;1,0;0,0;0,0;2,0;0,0;2,0;1,0;2,0;3,0;0,0;0,0;2,0;2,0;2,0;4,0;1,0;2,0;2,0;70
2010-06-16;wednesday;2010;0,0;1,0;2,0;1,0;2,0;2,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;2,0;4,0;2,0;0,0;4,0;1,0;2,0;2,0;1,0;5,0;3,0;2,0;3,0;3,0;4,0;1,0;4,0;1,0;2,0;1,0;3,0;2,0;2,0;2,0;8,0;5,0;4,0;1,0;3,0;4,0;3,0;1,0;2,0;1,0;3,0;101
2010-06-17;thursday;2010;1,0;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;3,0;1,0;4,0;3,0;2,0;1,0;3,0;3,0;3,0;3,0;5,0;0,0;1,0;5,0;2,0;2,0;2,0;1,0;0,0;0,0;1,0;1,0;0,0;3,0;2,0;3,0;4,0;2,0;3,0;2,0;5,0;2,0;3,0;2,0;0,0;83
2010-06-18;friday;2010;3,0;0,0;1,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;3,0;1,0;1,0;2,0;3,0;2,0;0,0;1,0;1,0;1,0;4,0;2,0;1,0;1,0;3,0;1,0;4,0;4,0;2,0;0,0;2,0;2,0;3,0;2,0;4,0;5,0;3,0;0,0;0,0;0,0;3,0;4,0;0,0;3,0;76
2010-06-19;saturday;2010;1,0;1,0;0,0;1,0;2,0;2,0;4,0;1,0;1,0;1,0;0,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;1,0;2,0;2,0;4,0;0,0;0,0;1,0;2,0;1,0;4,0;2,0;2,0;3,0;2,0;0,0;2,0;1,0;0,0;1,0;2,0;0,0;0,0;2,0;1,0;1,0;2,0;3,0;1,0;61
2010-06-20;sunday;2010;1,0;2,0;2,0;0,0;1,0;0,0;1,0;0,0;4,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;2,0;1,0;1,0;2,0;0,0;3,0;1,0;1,0;4,0;4,0;3,0;2,0;3,0;1,0;0,0;2,0;0,0;1,0;0,0;0,0;3,0;3,0;1,0;0,0;2,0;1,0;1,0;1,0;4,0;0,0;0,0;1,0;61
2010-06-21;monday;2010;1,0;0,0;1,0;1,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;1,0;2,0;3,0;5,0;0,0;0,0;3,0;1,0;1,0;1,0;3,0;3,0;0,0;3,0;1,0;4,0;2,0;2,0;0,0;4,0;1,0;0,0;2,0;2,0;5,0;2,0;5,0;2,0;0,0;2,0;3,0;1,0;2,0;0,0;73
2010-06-22;tuesday;2010;1,0;0,0;3,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;4,0;2,0;2,0;2,0;3,0;0,0;3,0;2,0;0,0;1,0;1,0;3,0;3,0;1,0;3,0;0,0;5,0;1,0;1,0;3,0;3,0;4,0;4,0;3,0;3,0;2,0;4,0;4,0;4,0;1,0;4,0;3,0;1,0;2,0;90
2010-06-23;wednesday;2010;0,0;1,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;3,0;1,0;3,0;0,0;2,0;5,0;2,0;1,0;0,0;1,0;1,0;0,0;2,0;3,0;3,0;3,0;2,0;1,0;1,0;1,0;1,0;2,0;4,0;1,0;3,0;2,0;3,0;3,0;4,0;5,0;3,0;1,0;3,0;1,0;0,0;4,0;81
2010-06-24;thursday;2010;1,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;5,0;0,0;3,0;4,0;1,0;0,0;1,0;0,0;2,0;2,0;2,0;2,0;4,0;1,0;1,0;0,0;2,0;1,0;3,0;1,0;3,0;2,0;2,0;3,0;0,0;3,0;0,0;1,0;1,0;0,0;3,0;4,0;1,0;65
