date;day;year;interval_0;interval_1;interval_2;interval_3;interval_4;interval_5;interval_6;interval_7;interval_8;interval_9;interval_10;interval_11;interval_12;interval_13;interval_14;interval_15;interval_16;interval_17;interval_18;interval_19;interval_20;interval_21;interval_22;interval_23;interval_24;interval_25;interval_26;interval_27;interval_28;interval_29;interval_30;interval_31;interval_32;interval_33;interval_34;interval_35;interval_36;interval_37;interval_38;interval_39;interval_40;interval_41;interval_42;interval_43;interval_44;interval_45;interval_46;interval_47;total_trips
2009-01-15;thursday;2009;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;2,0;0,0;1,0;0,0;3,0;3,0;4,0;2,0;1,0;4,0;2,0;0,0;2,0;2,0;0,0;2,0;1,0;2,0;3,0;3,0;0,0;3,0;0,0;3,0;3,0;3,0;2,0;2,0;2,0;1,0;0,0;2,0;4,0;1,0;3,0;3,0;73
2009-01-16;friday;2009;1,0;0,0;1,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;2,0;2,0;5,0;1,0;1,0;2,0;3,0;0,0;1,0;5,0;2,0;1,0;1,0;0,0;3,0;0,0;5,0;1,0;1,0;0,0;3,0;4,0;0,0;1,0;5,0;2,0;5,0;2,0;3,0;2,0;5,0;2,0;3,0;7,0;2,0;88
2009-01-17;saturday;2009;0,0;1,0;3,0;1,0;1,0;1,0;0,0;3,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;2,0;2,0;1,0;0,0;7,0;4,0;2,0;6,0;1,0;3,0;4,0;0,0;3,0;1,0;2,0;2,0;3,0;1,0;1,0;4,0;2,0;4,0;4,0;4,0;3,0;3,0;4,0;3,0;3,0;94
2009-01-18;sunday;2009;2,0;4,0;7,0;2,0;1,0;1,0;1,0;4,0;2,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;1,0;1,0;2,0;1,0;3,0;1,0;4,0;3,0;1,0;1,0;1,0;2,0;2,0;3,0;2,0;5,0;0,0;1,0;2,0;2,0;2,0;1,0;3,0;3,0;4,0;80
2009-01-19;monday;2009;1,0;0,0;0,0;2,0;0,0;0,0;1,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;0,0;2,0;2,0;2,0;2,0;3,0;3,0;2,0;1,0;2,0;5,0;3,0;2,0;0,0;1,0;1,0;1,0;0,0;4,0;2,0;2,0;2,0;1,0;1,0;1,0;1,0;0,0;0,0;1,0;2,0;59
2009-01-20;tuesday;2009;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;3,0;1,0;2,0;2,0;1,0;3,0;1,0;0,0;2,0;2,0;3,0;3,0;3,0;2,0;0,0;1,0;1,0;0,0;0,0;2,0;1,0;5,0;1,0;4,0;1,0;2,0;2,0;4,0;3,0;3,0;2,0;2,0;0,0;65
2009-01-21;wednesday;2009;0,0;1,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;1,0;2,0;2,0;1,0;3,0;5,0;1,0;2,0;3,0;2,0;1,0;3,0;5,0;4,0;1,0;1,0;2,0;0,0;1,0;2,0;5,0;1,0;5,0;2,0;3,0;2,0;2,0;3,0;1,0;2,0;4,0;4,0;2,0;0,0;84
2009-01-22;thursday;2009;4,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1,0;3,0;3,0;2,0;2,0;4,0;2,0;2,0;1,0;3,0;3,0;0,0;4,0;1,0;2,0;0,0;1,0;6,0;1,0;2,0;2,0;2,0;3,0;2,0;4,0;2,0;3,0;2,0;3,0;0,0;3,0;2,0;3,0;1,0;83
2009-01-23;friday;2009;1,0;0,0;0,0;1,0;2,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;2,0;0,0;2,0;2,0;4,0;1,0;4,0;1,0;3,0;2,0;0,0;0,0;2,0;1,0;2,0;2,0;0,0;1,0;3,0;1,0;3,0;2,0;1,0;5,0;4,0;2,0;3,0;3,0;5,0;4,0;4,0;3,0;4,0;2,0;4,0;88
2009-01-24;saturday;2009;3,0;2,0;0,0;2,0;4,0;2,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;2,0;7,0;1,0;4,0;0,0;4,0;1,0;3,0;0,0;5,0;1,0;1,0;1,0;3,0;3,0;1,0;3,0;2,0;1,0;4,0;2,0;4,0;2,0;4,0;3,0;1,0;3,0;5,0;2,0;5,0;94
2009-01-25;sunday;2009;5,0;2,0;0,0;1,0;4,0;3,0;2,0;3,0;1,0;0,0;1,0;0,0;1,0;1,0;0,0;2,0;0,0;1,0;0,0;5,0;1,0;1,0;1,0;2,0;2,0;2,0;4,0;1,0;3,0;0,0;2,0;1,0;2,0;1,0;0,0;2,0;5,0;2,0;2,0;0,0;0,0;2,0;3,0;1,0;2,0;1,0;0,0;1,0;76
2009-01-26;monday;2009;1,0;2,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;3,0;1,0;2,0;2,0;1,0;3,0;2,0;1,0;2,0;2,0;1,0;0,0;0,0;2,0;0,0;1,0;3,0;2,0;1,0;2,0;2,0;4,0;2,0;0,0;0,0;0,0;4,0;1,0;1,0;3,0;3,0;2,0;1,0;3,0;2,0;65
2009-01-27;tuesday;2009;3,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;2,0;3,0;1,0;2,0;1,0;3,0;3,0;5,0;4,0;3,0;3,0;1,0;0,0;0,0;2,0;7,0;1,0;4,0;3,0;0,0;2,0;5,0;2,0;3,0;6,0;2,0;2,0;2,0;3,0;6,0;2,0;3,0;2,0;3,0;96
2009-01-28;wednesday;2009;1,0;1,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;3,0;2,0;1,0;2,0;2,0;3,0;3,0;1,0;0,0;2,0;0,0;1,0;1,0;1,0;3,0;0,0;1,0;1,0;1,0;4,0;1,0;3,0;3,0;1,0;2,0;4,0;4,0;2,0;4,0;1,0;2,0;0,0;2,0;68
2009-01-29;thursday;2009;3,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;1,0;2,0;3,0;1,0;4,0;3,0;3,0;0,0;3,0;1,0;3,0;2,0;3,0;0,0;1,0;1,0;4,0;2,0;1,0;2,0;3,0;3,0;7,0;3,0;2,0;4,0;4,0;2,0;0,0;4,0;3,0;1,0;4,0;0,0;89
2009-01-30;friday;2009;3,0;2,0;1,0;1,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;3,0;3,0;2,0;3,0;3,0;3,0;0,0;5,0;1,0;0,0;1,0;1,0;0,0;1,0;3,0;0,0;2,0;0,0;3,0;0,0;3,0;4,0;2,0;4,0;4,0;3,0;2,0;2,0;5,0;5,0;3,0;2,0;1,0;85
2009-01-31;saturday;2009;4,0;2,0;4,0;2,0;2,0;2,0;2,0;1,0;1,0;1,0;0,0;0,0;0,0;2,0;0,0;2,0;0,0;2,0;1,0;0,0;1,0;0,0;2,0;1,0;1,0;3,0;0,0;4,0;3,0;3,0;0,0;3,0;2,0;3,0;2,0;2,0;4,0;3,0;3,0;5,0;3,0;6,0;3,0;4,0;4,0;4,0;3,0;5,0;105
2009-02-01;sunday;2009;1,0;2,0;0,0;4,0;3,0;2,0;1,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;3,0;3,0;1,0;2,0;2,0;3,0;1,0;0,0;1,0;2,0;3,0;0,0;1,0;2,0;0,0;2,0;2,0;0,0;4,0;3,0;1,0;1,0;0,0;5,0;2,0;0,0;62
2009-02-02;monday;2009;4,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;3,0;0,0;5,0;2,0;1,0;0,0;1,0;0,0;2,0;0,0;2,0;4,0;0,0;0,0;1,0;2,0;2,0;5,0;2,0;3,0;1,0;1,0;2,0;2,0;0,0;2,0;2,0;3,0;1,0;2,0;63
2009-02-03;tuesday;2009;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;1,0;0,0;0,0;2,0;2,0;1,0;2,0;6,0;2,0;1,0;2,0;1,0;2,0;3,0;1,0;3,0;3,0;1,0;2,0;2,0;3,0;1,0;2,0;0,0;3,0;5,0;1,0;2,0;1,0;2,0;1,0;0,0;1,0;2,0;2,0;0,0;2,0;0,0;69
